id,name, facebook, twitter, website, genre, mtv
2153, Fun Lovin' Criminals ,http://www.facebook.com/105636669470396,,,Rock,http://www.mtv.com/artists/fun-lovin-criminals/biography
2154, G. Love & Special Sauce ,http://www.facebook.com/14750930028,http://www.twitter.com/glove,http://philadelphonic.com,Rock,http://www.mtv.com/artists/g-love-special-sauce/biography
2155, Geschwister Hofmann ,,,,,http://www.mtv.com/artists/geschwister-hofmann/biography
2156, Gary Richrath ,,,,,http://www.mtv.com/artists/gary-richrath/biography
2157, Gary Valenciano ,http://www.facebook.com/190635784310768,http://www.twitter.com/garyvalenciano1,http://garyv.com,Pop,http://www.mtv.com/artists/gary-valenciano/biography
2158, Garou ,http://www.facebook.com/11515854604,http://www.twitter.com/garou_officiel,,World/Reggae,http://www.mtv.com/artists/garou/biography
2159, Genitallica ,,,,Rock,http://www.mtv.com/artists/genitallica/biography
2160, Gemischtes Quartett Ranten ,,,,,http://www.mtv.com/artists/gemischtes-quartett-ranten/biography
2161, Georgette Jones ,,,,,http://www.cmt.com/artists/georgette-jones/biography
2162, Giorgio Gioacchini ,,,http://www.studioplace.it,Electronica,http://www.mtv.com/artists/giorgio-gioacchini/biography
2163, Gigi (Ethiopian) ,,,,World/Reggae,http://www.mtv.com/artists/gigi-ethiopian-/biography
2164, Gregg Allman ,http://www.facebook.com/312475130697,http://www.twitter.com/greggallmannews,,Rock,http://www.mtv.com/artists/gregg-allman/biography
2165, Gregory Abbott ,http://www.facebook.com/140439205986954,http://www.twitter.com/gregoryabbott,http://www.gregoryabbott.com/,Soul,http://www.mtv.com/artists/gregory-abbott/biography
2166, Graham Nash ,http://www.facebook.com/223473114346585,http://www.twitter.com/thegrahamnash,http://www.nashnet.com/,Rock,http://www.mtv.com/artists/graham-nash/biography
2167, Gloria Gaynor ,,,http://www.gloriagaynor.com/,Disco,http://www.mtv.com/artists/gloria-gaynor/biography
2168, Grace Potter ,,,,,http://www.mtv.com/artists/grace-potter/biography
2169, Grandpa Elliott ,,,,,http://www.mtv.com/artists/grandpa-elliott/biography
2170, Gordon Lightfoot ,http://www.facebook.com/109515922408454,http://www.twitter.com/lightfoot365,,Blues/Folk,http://www.mtv.com/artists/gordon-lightfoot/biography
2171, Greenhaven ,,,http://nonemoregreen.com,Hard Rock,http://www.mtv.com/artists/greenhaven/biography
2172, Greg Hardin ,,,,,http://www.cmt.com/artists/greg-hardin/biography
2173, Grant Macdonald ,,http://www.twitter.com/grantmacdonald,http://www.RamRanch.com,Outlaw Country,http://www.cmt.com/artists/grant-macdonald/biography
2174, Grupo Corazon Andino ,,,,,http://www.mtv.com/artists/grupo-corazon-andino/biography
2175, Grupo Manía ,http://www.facebook.com/pages/-CHILENOS-ESPERANDO-AL-GRUPO-MANIA-/92043685156,,,World/International,http://www.mtv.com/artists/grupo-mania/biography
2176, Grizzly Bear ,http://www.facebook.com/14791099177,http://www.twitter.com/grizzlybear,,Rock,http://www.mtv.com/artists/grizzly-bear/biography
2177, Happy House ,,,,,http://www.mtv.com/artists/happy-house/biography
2178, Gwen Sebastian ,http://www.facebook.com/223777530625,http://www.twitter.com/http://www.gwensebastian.com,http://www.gwensebastian.com/,Country,http://www.cmt.com/artists/gwen-sebastian/biography
2179, Gyggy Planchart ,,,,,http://www.mtv.com/artists/gyggy-planchart/biography
2180, Hank Sasaki ,,,,,http://www.cmt.com/artists/hank-sasaki/biography
2181, Hawick Lau ,,,,,http://www.mtv.com/artists/hawick-lau/biography
2182, Hall & Oates ,http://www.facebook.com/56236238681,http://www.twitter.com/halloates,http://www.hallandoates.com/,Pop,http://www.mtv.com/artists/hall-oates/biography
2183, Harry Chatmon ,,,,,http://www.mtv.com/artists/harry-chatmon/biography
2184, Hayes Carll ,http://www.facebook.com/10482418574,http://www.twitter.com/hayescarll,http://www.hayescarll.com/,Country,http://www.cmt.com/artists/hayes-carll/biography
2185, Headlights ,http://www.facebook.com/14784940155,http://www.twitter.com/headlightsmusic,,Alternative,http://www.mtv.com/artists/headlights/biography
2186, Haricot Vert ,,,,,http://www.mtv.com/artists/haricot-vert/biography
2187, Harold Lee ,,,,,http://www.cmt.com/artists/harold-lee/biography
2188, Icona Pop ,,,,,http://www.mtv.com/artists/icona-pop/biography
2189, Heidi Hauge ,,,,,http://www.mtv.com/artists/heidi-hauge/biography
2190, Heartland (Country) ,http://www.facebook.com/heartlandband,,http://heartlandband.com/,Country,http://www.cmt.com/artists/heartland-country-1/biography
2191, Herbie Hancock ,http://www.facebook.com/7211826782,http://www.twitter.com/herbiehancock,http://www.imnworld.com/,R&B/Soul,http://www.mtv.com/artists/herbie-hancock/biography
2192, Henry Arland ,,,,,http://www.mtv.com/artists/henry-arland/biography
2193, Hinder ,http://www.facebook.com/41532430488,http://www.twitter.com/hindermusic,http://www.hinderonline.com/,Rock,http://www.mtv.com/artists/hinder/biography
2194, Hurricane Chris ,http://www.facebook.com/5556944331,http://www.twitter.com/hurricanechris6,,Hip-Hop,http://www.mtv.com/artists/hurricane-chris/biography
2195, Human Life ,,,,,http://www.mtv.com/artists/human-life/biography
2196, Ikimono-gakari ,http://www.facebook.com/11231929133,http://www.twitter.com/mizunoyoshiki,,World/Reggae,http://www.mtv.com/artists/ikimono-gakari/biography
2197, Iamamiwhoami ,http://www.facebook.com/270417754335,http://www.twitter.com/_iamamiwhoami_,,Electronic,http://www.mtv.com/artists/iamamiwhoami/biography
2198, Jackson Browne ,http://www.facebook.com/54896067086,http://www.twitter.com/songsofjbrowne,http://www.jacksonbrowne.com,Blues/Folk,http://www.mtv.com/artists/jackson-browne/biography
2199, Industria Del Amor ,,,,Latin,http://www.mtv.com/artists/industria-del-amor/biography
2200, In This Moment ,http://www.facebook.com/officialinthismoment,http://twitter.com/OfficialITM,http://inthismomentofficial.com/wordpress/,Rock,http://www.mtv.com/artists/in-this-moment/biography
2201, Ingrid Michaelson ,http://www.facebook.com/7063311079,http://www.twitter.com/ingridmusic,http://www.ingridmichaelson.com,Contemporary Singer/Songwriter,http://www.mtv.com/artists/ingrid-michaelson/biography
2202, Jackson Taylor ,http://www.facebook.com/53509208172,,,Country,http://www.cmt.com/artists/jackson-taylor/biography
2203, Irving Burgie ,http://www.facebook.com/123440096878,,,World/Reggae,http://www.mtv.com/artists/irving-burgie/biography
2204, Ira Kris ,,,,,http://www.mtv.com/artists/ira-kris/biography
2205, Irena Grafenauer [Flute] ,,,,,http://www.mtv.com/artists/irena-grafenauer-flute-/biography
2206, Irene Papas ,,,,,http://www.mtv.com/artists/irene-papas/biography
2207, Ivy Queen ,http://www.facebook.com/104002822975118,http://www.twitter.com/ivyqueendiva,,World/International,http://www.mtv.com/artists/ivy-queen/biography
2208, Jacinta Whyte ,,,,,http://www.mtv.com/artists/jacinta-whyte/biography
2209, Jack Ingram ,http://www.facebook.com/7807611058,http://www.twitter.com/jackingram,http://www.jackingram.net,Country,http://www.cmt.com/artists/jack-ingram/biography
2210, Jennifer Love Hewitt ,http://www.facebook.com/334807259890374,http://www.twitter.com/thereal_jlh,,Pop,http://www.mtv.com/artists/jennifer-love-hewitt/biography
2211, Jane Monheit ,http://www.facebook.com/10804933124,http://www.twitter.com/janemonheit,,Jazz,http://www.mtv.com/artists/jane-monheit/biography
2212, Janelle Monáe ,http://www.facebook.com/10945574855,http://www.twitter.com/janellemonae,http://www.jmonae.com,Funk,http://www.mtv.com/artists/janelle-monae/biography
2213, Jam Pony Express ,,,http://wjpemixradio.weebly.com,Hip-Hop/Rap,http://www.mtv.com/artists/jam-pony-express/biography
2214, Jah Cure ,http://www.facebook.com/11502899995,http://www.twitter.com/therealjahcure,,World/Reggae,http://www.mtv.com/artists/jah-cure/biography
2215, Jamie O'Neal ,,http://twitter.com/JamieONeal,http://jamieoneal.com/,Country,http://www.cmt.com/artists/jamie-oneal/biography
2216, James Moody ,http://www.facebook.com/53170297907,,http://www.jamesmoody.com/,Jazz,http://www.mtv.com/artists/james-moody/biography
2217, Jennifer Holliday ,http://www.facebook.com/468409359843768,,http://www.delafont.com/music_acts/Jennifer-Holliday.htm,R&B/Soul,http://www.mtv.com/artists/jennifer-holliday/biography
2218, Jaron and The Long Road to Love ,http://www.facebook.com/81709866956,http://www.twitter.com/jaronlowe,,Country,http://www.cmt.com/artists/jaron-and-the-long-road-to-love/biography
2219, Jefferson Starship ,,,http://www.jeffersonstarship.com/,Rock,http://www.mtv.com/artists/jefferson-starship/biography
2220, Jeffree Star ,,,,,http://www.mtv.com/artists/jeffree-star/biography
2221, Jeff Bates ,,,http://www.jeffbates.net/,Country,http://www.cmt.com/artists/jeff-bates/biography
2222, Jerry Reed ,http://www.facebook.com/219344616728,,http://www.delafont.com/music_acts/Jerry-Reed.htm,Country,http://www.cmt.com/artists/jerry-reed/biography
2223, Jessa Zaragoza ,,,,,http://www.mtv.com/artists/jessa-zaragoza/biography
2224, Jerry Douglas ,http://www.facebook.com/56204392064,http://www.twitter.com/jerrydouglas,http://www.jerrydouglas.com/,Country,http://www.cmt.com/artists/jerry-douglas/biography
2225, Jim James ,http://www.facebook.com/155637981129080,http://www.twitter.com/jimjames,http://jimjames.com/,Alternative,http://www.mtv.com/artists/jim-james/biography
2226," Julio Iglesias, Jr. ",http://www.facebook.com/24671010983,,,,http://www.mtv.com/artists/julio-iglesias-jr-2/biography
2227, Joanna Newsom ,http://www.facebook.com/112804918730764,http://www.twitter.com/itsjoannanewsom,,Alternative,http://www.mtv.com/artists/joanna-newsom/biography
2228, Jo Carol Pierce ,,,,Country,http://www.cmt.com/artists/jo-carol-pierce/biography
2229, Jo Hikk ,,,,,http://www.cmt.com/artists/jo-hikk/biography
2230, Jimmy Reed ,,,,Blues/Folk,http://www.mtv.com/artists/jimmy-reed/biography
2231, Jimmy Swaggart ,,,,,http://www.mtv.com/artists/jimmy-swaggart/biography
2232, Jinky Vidal ,,,,,http://www.mtv.com/artists/jinky-vidal/biography
2233, John Deacon ,,,,,http://www.mtv.com/artists/john-deacon-00/biography
2234, John Ellison ,,,,R&B/Soul,http://www.mtv.com/artists/john-ellison-00/biography
2235, John Fortune ,,,,,http://www.mtv.com/artists/john-fortune/biography
2236, Johnnie Taylor ,,,,Soul,http://www.mtv.com/artists/johnnie-taylor/biography
2237, John Tesh ,http://www.facebook.com/80985802712,http://www.twitter.com/johntesh,,Pop,http://www.mtv.com/artists/john-tesh/biography
2238, José José ,http://www.facebook.com/114387038573980,,,North American,http://www.mtv.com/artists/jos-jos-1/biography
2239, Johnny Duncan ,,,,Country,http://www.cmt.com/artists/johnny-duncan-00/biography
2240, Jordan Knight ,http://www.facebook.com/8821614887,http://www.twitter.com/jordanknight,http://www.jordanknight.com/,Pop,http://www.mtv.com/artists/jordan-knight/biography
2241, Jonny Lang ,http://www.facebook.com/6170128013,http://www.twitter.com/jonnylangband,http://www.jonnylang.com/,Blues,http://www.mtv.com/artists/jonny-lang/biography
2242, Kate Bush ,http://www.facebook.com/10393480679,http://www.twitter.com/katebush_music,http:// http://www.katebush.com/,Alternative,http://www.mtv.com/artists/kate-bush/biography
2243, Justin Hayward ,http://www.facebook.com/75793536402,http://www.twitter.com/djjustinhayward,,Alternative,http://www.mtv.com/artists/justin-hayward/biography
2244, Juelz Santana ,http://www.facebook.com/160442195927,http://www.twitter.com/thejuelzsantana,http://www.wtgbm.com/,Hip-Hop/Rap,http://www.mtv.com/artists/juelz-santana/biography
2245, Joslin Grove Choral Society ,,,,,http://www.mtv.com/artists/joslin-grove-choral-society/biography
2246, Jukebox the Ghost ,http://www.facebook.com/65181120016,http://www.twitter.com/jukeboxtheghost,http://jukeboxtheghost.com,Pop/Rock,http://www.mtv.com/artists/jukebox-the-ghost/biography
2247, Julian Kovatchev ,,,,,http://www.mtv.com/artists/julian-kovatchev/biography
2248, Junior Brown ,http://www.facebook.com/203063173104422,http://www.twitter.com/guitsteel,http://www.JuniorBrown.com,Americana,http://www.cmt.com/artists/junior-brown/biography
2249, Karen Carpenter ,http://www.facebook.com/14048577389,http://www.twitter.com/karenacarpenter,,Pop,http://www.mtv.com/artists/karen-carpenter/biography
2250, Kasey Chambers ,http://www.facebook.com/102894639767502,http://www.twitter.com/kaseychambers,http://www.kaseychambers.com/,Country,http://www.cmt.com/artists/kasey-chambers/biography
2251, Kasthuri Raja ,,,,,http://www.mtv.com/artists/kasthuri-raja/biography
2252, Kat Graham ,http://www.facebook.com/pages/Kat-Graham/119856773443,http://twitter.com/KatGraham,http://katgraham.com/,Pop,http://www.mtv.com/artists/kat-graham/biography
2253, Karen Sokolof Javitch ,,,,,http://www.mtv.com/artists/karen-sokolof-javitch/biography
2254, Kay Tse ,,,,,http://www.mtv.com/artists/kay-tse/biography
2255, KC Concepcion ,,,,,http://www.mtv.com/artists/kc-concepcion/biography
2256, Kenny Hall ,,,,,http://www.mtv.com/artists/kenny-hall-00/biography
2257, Kevin Benson ,,,,,http://www.mtv.com/artists/kevin-benson/biography
2258, Kevin Gales ,,,,,http://www.mtv.com/artists/kevin-gales/biography
2259," Ken ""Professor"" Philmore ",,,,World/Reggae,http://www.mtv.com/artists/ken-professor-philmore/biography
2260, King Nosmo ,,,,,http://www.cmt.com/artists/king-nosmo/biography
2261, Kidd Kidd ,http://www.facebook.com/190688214306805,http://www.twitter.com/itskiddkidd,http://ItsKiddKidd.com,Hip-Hop,http://www.mtv.com/artists/kidd-kidd/biography
2262, Kim Richey ,http://www.facebook.com/13058933206,http://www.twitter.com/kimrichey,,Country,http://www.cmt.com/artists/kim-richey/biography
2263, King's X ,http://www.facebook.com/71479589985,,http://www.kings-x.com/,Rock,http://www.mtv.com/artists/kings-x/biography
2264, Giannis Kotsiras ,,,,,http://www.mtv.com/artists/giannis-kotsiras-1/biography
2265, Kottonmouth Kings ,http://www.facebook.com/31875363358,http://www.twitter.com/kottonmouth,http://www.kottonmouthkings.com,Hip-Hop/Rap,http://www.mtv.com/artists/kottonmouth-kings/biography
2266, Larry Graham ,,,,Soul,http://www.mtv.com/artists/larry-graham/biography
2267, La Tropa F ,,,,Tejano/TexMex,http://www.mtv.com/artists/la-tropa-f/biography
2268, Lane Turner ,,,,,http://www.cmt.com/artists/lane-turner/biography
2269, La Bouche ,,,http://labouche.info/index.php?lang=de&page=start,House,http://www.mtv.com/artists/la-bouche/biography
2270, Lara Fabian ,http://www.facebook.com/201065806601591,http://www.twitter.com/lfabianofficial,http://www.larafabian.com/,Pop,http://www.mtv.com/artists/lara-fabian/biography
2271, Manu Chao ,http://www.facebook.com/258676355721,http://www.twitter.com/manuchao,http://www.manuchao.net/,Alternative,http://www.mtv.com/artists/manu-chao/biography
2272, Los Sacheros Santiaguenos ,,,,,http://www.mtv.com/artists/los-sacheros-santiaguenos/biography
2273, Lalo Mora ,,,,Latin,http://www.mtv.com/artists/lalo-mora/biography
2274, Lance Miller ,,,,,http://www.cmt.com/artists/lance-miller/biography
2275, Layne Staley ,,,,Rock,http://www.mtv.com/artists/layne-staley/biography
2276, LaToya Jackson ,http://www.facebook.com/193570900693194,,,Soul,http://www.mtv.com/artists/latoya-jackson/biography
2277, Laura Branigan ,,,http://www.laurabraniganonline.com,Pop,http://www.mtv.com/artists/laura-branigan/biography
2278, Leela James ,http://www.facebook.com/311760344439,http://www.twitter.com/leelajames,http://www.leelajames.com/,Pop,http://www.mtv.com/artists/leela-james/biography
2279, Level 42 ,http://www.facebook.com/10399501101,,http://www.level42.com/,Alternative,http://www.mtv.com/artists/level-42/biography
2280, Los Terribles del Norte ,,,,World/International,http://www.mtv.com/artists/los-terribles-del-norte/biography
2281, Los Toppers ,,,,,http://www.mtv.com/artists/los-toppers/biography
2282, Los Tucanes de Tijuana ,http://www.facebook.com/100388213366973,http://www.twitter.com/lostucanesdetj,,Latin,http://www.mtv.com/artists/los-tucanes-de-tijuana/biography
2283, Lionel Hampton ,http://www.facebook.com/576862159032325,,,Jazz,http://www.mtv.com/artists/lionel-hampton/biography
2284, Liryc ,http://www.facebook.com/154607591253561,http://twitter.com/LiRyC666,http://www.lirycshozi.com,World,http://www.mtv.com/artists/liryc/biography
2285, Liam Bailey ,http://www.facebook.com/22524895596,http://www.twitter.com/liambailey,,Rock,http://www.mtv.com/artists/liam-bailey/biography
2286, Linda Davis ,http://www.facebook.com/158457276837,,http://www.lindadavis.com/,Country,http://www.cmt.com/artists/linda-davis/biography
2287, Lindsey Haun ,,,,,http://www.mtv.com/artists/lindsey-haun/biography
2288, Lisa Marie Presley ,http://www.facebook.com/35492976739,http://www.twitter.com/lisapresley,http://lisamariepresley.com/,Rock,http://www.mtv.com/artists/lisa-marie-presley/biography
2289, Lil Rob ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/lil-rob/biography
2290, Lila Downs ,http://www.facebook.com/35622749584,http://www.twitter.com/liladowns,,World/International,http://www.mtv.com/artists/lila-downs/biography
2291, Lily Allen ,http://www.facebook.com/5202024322,http://www.twitter.com/lilyallen,http://www.lilyallenmusic.com,Pop,http://www.mtv.com/artists/lily-allen/biography
2292, Little Boots ,http://www.facebook.com/15981157866,http://www.twitter.com/littleboots,http://www.littlebootsmusic.co.uk,Electronic,http://www.mtv.com/artists/little-boots/biography
2293, Little Feat ,http://www.facebook.com/265238713609,http://www.twitter.com/littlefeattweet,http://www.littlefeat.net/,Rock,http://www.mtv.com/artists/little-feat/biography
2294, Little Walter ,,,,Blues/Folk,http://www.mtv.com/artists/little-walter/biography
2295, Little Wings ,http://www.facebook.com/130230123665874,,,Alternative,http://www.mtv.com/artists/little-wings/biography
2296, little women ,,,,,http://www.mtv.com/artists/little-women/biography
2297, Loreena McKennitt ,http://www.facebook.com/27305161655,http://www.twitter.com/loreena,http://www.quinlanroad.com/,World/International,http://www.mtv.com/artists/loreena-mckennitt/biography
2298, Lois Snead ,,,,,http://www.mtv.com/artists/lois-snead/biography
2299, Los Mora ,,,,,http://www.mtv.com/artists/los-mora/biography
2300, Los Pumas Del Norte ,,,,Latin,http://www.mtv.com/artists/los-pumas-del-norte/biography
2301, Los Razos ,,,,Latin,http://www.mtv.com/artists/los-razos/biography
2302, Lou Josie ,,,,,http://www.mtv.com/artists/lou-josie/biography
2303, Lou Rawls ,http://www.facebook.com/107834629245350,,http://www.lourawls.com/,R&B/Soul,http://www.mtv.com/artists/lou-rawls/biography
2304, Loudness ,,,,Rock,http://www.mtv.com/artists/loudness/biography
2305, Macheteros ,,,,,http://www.mtv.com/artists/macheteros/biography
2306, Luis Miguel ,http://www.facebook.com/123825504333882,http://www.twitter.com/lmxlm,,World/International,http://www.mtv.com/artists/luis-miguel/biography
2307, Lucas Hoge ,http://www.facebook.com/83099086780,http://twitter.com/lucashoge,http://www.LucasHoge.com,Country,http://www.cmt.com/artists/lucas-hoge/biography
2308, Loverboy ,http://www.facebook.com/70118996833,http://www.twitter.com/loverboyband,http://www.loverboyband.com/home.html,Rock,http://www.mtv.com/artists/loverboy/biography
2309, Lyn Todd ,,,,Rock,http://www.mtv.com/artists/lyn-todd/biography
2310, Makaveli ,,,,,http://www.mtv.com/artists/makaveli/biography
2311, Mandy Moore ,http://www.facebook.com/135394319821910,http://www.twitter.com/themandymoore,http://www.mandymoorefan.com/,Pop,http://www.mtv.com/artists/mandy-moore/biography
2312, Manuela Van Geenhoven ,,,,,http://www.mtv.com/artists/manuela-van-geenhoven/biography
2313, Malcolm Moore ,,,,,http://www.mtv.com/artists/malcolm-moore-00/biography
2314, Mali Music ,,,,,http://www.mtv.com/artists/mali-music/biography
2315, Mallu Magalhães ,,,,,http://www.mtv.com/artists/mallu-magalhes-1/biography
2316, Maluma ,,,,Rock,http://www.mtv.com/artists/maluma/biography
2317, Marcus Eldridge ,,,,,http://www.cmt.com/artists/marcus-eldridge/biography
2318, Marillion ,http://www.facebook.com/8367514340,http://www.twitter.com/marilliononline,http://www.marillion.com,Prog-Rock/Art Rock,http://www.mtv.com/artists/marillion/biography
2319, Mark Murphy ,,,,Jazz,http://www.mtv.com/artists/mark-murphy-00/biography
2320, Mark Chesnutt ,http://www.facebook.com/57564893632,http://www.twitter.com/markchesnutt,http://www.markchesnutt.com/,Country,http://www.cmt.com/artists/mark-chesnutt/biography
2321, Marisol ,,,,,http://www.mtv.com/artists/marisol/biography
2322, Marshmello ,,,,,http://www.mtv.com/artists/marshmello/biography
2323, Marvin Sapp ,http://www.facebook.com/238730370891,http://www.twitter.com/marvinsapp,http://www.myrrh.com/artist-sites/msapp/,R&B/Soul,http://www.mtv.com/artists/marvin-sapp/biography
2324, Marky Mark ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/marky-mark/biography
2325, Michael Nesmith ,,,,Singer/Songwriter,http://www.mtv.com/artists/michael-nesmith/biography
2326, Mazza Magoo ,,,,,http://www.mtv.com/artists/mazza-magoo/biography
2327, Mbaraka Mwinshehe & Morogoro Jazz Band ,,,,World/International,http://www.mtv.com/artists/mbaraka-mwinshehe-morogoro-jazz-band/biography
2328, MBLAQ ,,,,,http://www.mtv.com/artists/mblaq/biography
2329, MC Number 6 ,,,,,http://www.mtv.com/artists/mc-number-6/biography
2330, Maureen McCormick ,,,,,http://www.mtv.com/artists/maureen-mccormick/biography
2331, Master Saleem ,,,,,http://www.mtv.com/artists/master-saleem/biography
2332, Matt Mercado ,,,,Rock,http://www.mtv.com/artists/matt-mercado/biography
2333, Maynard James Keenan ,http://www.facebook.com/151516714928062,http://www.twitter.com/caduceuscellars,,Rock,http://www.mtv.com/artists/maynard-james-keenan/biography
2334, Max Martin ,http://www.facebook.com/75057705535,,,Rock,http://www.mtv.com/artists/max-martin/biography
2335, M.I.A. ,http://www.facebook.com/19794112072,http://www.twitter.com/miauniverse,http://www.miauk.com,Alternative,http://www.mtv.com/artists/mia/biography
2336, Melonie Cannon ,,,,Country,http://www.cmt.com/artists/melonie-cannon/biography
2337, Melanie Amaro ,http://www.facebook.com/117865004985741,http://www.twitter.com/itsmelanieamaro,,R&B,http://www.mtv.com/artists/melanie-amaro/biography
2338, Melanie Fiona ,http://www.facebook.com/60126025870,http://www.twitter.com/melaniefiona,http://melaniefiona.com/,R&B/Soul,http://www.mtv.com/artists/melanie-fiona/biography
2339, Melissa Auf der Maur ,,,,,http://www.mtv.com/artists/melissa-auf-der-maur/biography
2340, Melissa Bollea ,,,,,http://www.cmt.com/artists/melissa-bollea/biography
2341, Melissa Etheridge ,http://www.facebook.com/39031722775,http://www.twitter.com/metheridge,http://www.melissaetheridge.com/,Rock,http://www.mtv.com/artists/melissa-etheridge/biography
2342, Michael Winans/Regina Winans ,,,,,http://www.mtv.com/artists/michael-winans-regina-winans/biography
2343, Ministry ,http://www.facebook.com/146334388721177,http://www.twitter.com/ministrytwit,http://www.ministrymusic.org/,Rock,http://www.mtv.com/artists/ministry/biography
2344, Michael Celedon ,,,,,http://www.mtv.com/artists/michael-celedon/biography
2345, Miracle (Rap) ,,,,Hip-Hop,http://www.mtv.com/artists/miracle-rap-/biography
2346, Mike Will ,,,,,http://www.mtv.com/artists/mike-will/biography
2347, Mike O'Brien ,,,,,http://www.mtv.com/artists/mike-obrien/biography
2348, Mike Farris ,http://www.facebook.com/14570467546,http://www.twitter.com/mikefarrismusic,,Rock,http://www.mtv.com/artists/mike-farris/biography
2349, Millie Jackson ,,,,R&B/Soul,http://www.mtv.com/artists/millie-jackson/biography
2350, Moe Bandy ,,,http://www.moebandy.com/,Country,http://www.cmt.com/artists/moe-bandy/biography
2351, Money Mark ,,http://twitter.com/moneymarkdiggla,http://www.treplus.com,Hip-Hop,http://www.mtv.com/artists/money-mark/biography
2352, Moonshine Bandits ,http://www.facebook.com/143895036081,http://www.twitter.com/moonshinebandit,http://www.moonshinebandits.com,Alternative,http://www.mtv.com/artists/moonshine-bandits/biography
2353, Mohit Chauhan ,,,,,http://www.mtv.com/artists/mohit-chauhan-00/biography
2354, Monaco ,,,,Rock,http://www.mtv.com/artists/monaco/biography
2355, N8than Speed ,,,,Hip-Hop,http://www.mtv.com/artists/n8than-speed/biography
2356, Nadama ,,,,,http://www.mtv.com/artists/nadama/biography
2357, Mother Maybelle Carter ,,,,Country,http://www.cmt.com/artists/mother-maybelle-carter/biography
2358, Mötley Crüe ,http://www.facebook.com/9721897972,http://www.twitter.com/motleycrue,http://www.motley.com,Hard Rock,http://www.mtv.com/artists/motley-crue/biography
2359, Motörhead ,http://www.facebook.com/473374319361548,http://www.twitter.com/mymotorhead,http://www.imotorhead.com,Metal,http://www.mtv.com/artists/motorhead/biography
2360, Mountain ,http://www.facebook.com/71180759736,,,Rock,http://www.mtv.com/artists/mountain/biography
2361, Morris Day ,,,http://www.morrisday.info,Funk,http://www.mtv.com/artists/morris-day/biography
2362, My Bloody Valentine ,http://www.facebook.com/239952032762368,http://www.twitter.com/theofficialmbv,,Rock,http://www.mtv.com/artists/my-bloody-valentine/biography
2363, Natalie Cole ,http://www.facebook.com/173265429355801,http://www.twitter.com/nataliecole,,R&B/Soul,http://www.mtv.com/artists/natalie-cole/biography
2364, Natalie Imbruglia ,http://www.facebook.com/20737841842,http://www.twitter.com/natimbruglia,http://www.natalieimbruglia.com/,Pop,http://www.mtv.com/artists/natalie-imbruglia/biography
2365, Natalie Merchant ,http://www.facebook.com/118927547936,http://www.twitter.com/nataliemerchant,http://www.nataliemerchant.com/,Pop,http://www.mtv.com/artists/natalie-merchant/biography
2366, Nate Adderly Jr. ,,,,,http://www.mtv.com/artists/nate-adderly-jr/biography
2367, Nate Dogg ,http://www.facebook.com/1410483825831195,,,West Coast Rap,http://www.mtv.com/artists/nate-dogg/biography
2368, Nappy Roots ,http://www.facebook.com/152813807423,http://www.twitter.com/nappyroots,http://www.nappyroots.com,Hip-Hop/Rap,http://www.mtv.com/artists/nappy-roots/biography
2369, Nashville Pussy ,http://www.facebook.com/13091707669,,,Rock,http://www.mtv.com/artists/nashville-pussy/biography
2370, Nat & Alex Wolff ,http://www.facebook.com/42973579795,http://www.twitter.com/natandalex,http://www.natnalex.com/,Rock,http://www.mtv.com/artists/nat-alex-wolff/biography
2371, Nena ,http://www.facebook.com/347442198870,,http://www.nena.com/,Pop,http://www.mtv.com/artists/nena/biography
2372, Nanci Griffith ,http://www.facebook.com/110226554527,http://www.twitter.com/nancigriffith,http://www.sover.net/~rschrull/ngriffith/gchpage.html,Country,http://www.cmt.com/artists/nanci-griffith/biography
2373, Neal Coty ,,,,Country,http://www.cmt.com/artists/neal-coty/biography
2374, Nervo ,http://www.facebook.com/NERVOmusic,http://www.twitter.com/http://youtube.com/nervosongs,http://www.nervomusic.com,House,http://www.mtv.com/artists/nervo/biography
2375, New York Rappers ,,,,,http://www.mtv.com/artists/new-york-rappers/biography
2376, Newspring Church Live Worship ,,,,,http://www.mtv.com/artists/newspring-church-live-worship/biography
2377, Noel Gallagher ,http://www.facebook.com/137619119645856,http://www.twitter.com/noelgallagher,,Alternative,http://www.mtv.com/artists/noel-gallagher/biography
2378, OK Go ,http://www.facebook.com/7112765682,http://www.twitter.com/okgo,http://okgo.net,Rock,http://www.mtv.com/artists/ok-go/biography
2379, Nu Shooz ,http://www.facebook.com/293908324674,http://www.twitter.com/nushoozmusic,,Soul,http://www.mtv.com/artists/nu-shooz/biography
2380, You Me At Six ,http://www.facebook.com/24488764750,http://www.twitter.com/youmeatsix,,Rock,http://www.mtv.com/artists/you-me-at-six/biography
2381, O-Town ,http://www.facebook.com/26118925816,http://www.twitter.com/otownofficial,,Pop,http://www.mtv.com/artists/o-town/biography
2382, OAG ,,,,Rock,http://www.mtv.com/artists/oag/biography
2383, Payro Y Su Smog Tropical ,,,,,http://www.mtv.com/artists/payro-y-su-smog-tropical/biography
2384, P-Square ,,,,,http://www.mtv.com/artists/p-square-1/biography
2385, Our Last Night ,http://www.facebook.com/23136025663,http://www.twitter.com/olnband,,Rock,http://www.mtv.com/artists/our-last-night/biography
